1.000000000000000000e+00,-6.013515243195310944e-02,-2.496221272941049341e-01,-1.708209829869838270e+00,-2.332134478667173827e-01,-3.389864332352253484e+00,-1.541232588293348860e+00,-1.211483688519962465e+00,-2.303476819403683429e+00,-2.249841868230016306e+00,5.842523849993912499e-01,-1.803309081801319325e+00,-3.285271795022420616e+00,-1.038554749647337072e+00,-1.542500099842776029e+00,5.236945155305954280e-01,-2.744602698554314379e+00,-1.977815304831436638e+00,5.696317291475456734e-01,-2.582080695294763473e+00,-1.399452478578990577e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-6.476756172345830009e+00,-4.677114501722050122e+00,-1.776475334263423855e+00,-5.451913513895503272e+00,-6.082026537075151396e+00,-4.072185090301216448e+00,-5.694896412271651442e+00,-4.444236253018649663e+00,-6.528910273510628137e+00,-2.057489408511306017e+00,-5.467817307047760700e+00,-2.910171183836062880e+00,-4.086170204983176291e+00,-6.565896249359747472e+00,-3.361442996328402710e+00,-4.757257668686477814e+00,-5.097376878733721028e+00,-5.259126940431002595e+00,-3.670900551403767587e+00,-6.039798594309178981e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.034162593709008648e-01,2.092516159078291693e+00,1.439102621673955085e+00,-2.128877544652250098e+00,-4.120274098115781491e-01,3.308088958616964170e+00,3.673739071364825026e+00,3.026764031023263080e+00,-5.444460384029976563e-01,1.730120707117112744e+00,1.281963212195836199e+00,3.322964985132488724e+00,-4.658049325086621728e-01,9.363386158758684186e-01,2.572422462797376852e+00,-2.992089024164976685e-01,4.105316051576825664e+00,7.568649630115427129e-01,3.682655423040680276e+00,1.241885424664175286e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-2.365840604253611978e+00,-2.063188676651759756e+00,-4.560050032459702862e+00,-2.315124898775167139e+00,-4.364774622678069704e+00,-2.999097912658447385e+00,-5.797777054737328406e+00,-2.454513903098082928e+00,-2.375986962735483043e+00,-7.927201426620101854e-01,-2.609701692353666225e+00,-2.971737985149162320e+00,-6.756531738061269943e-01,-4.055621103895868274e+00,-1.257893089804015929e+00,-3.662375762719035421e+00,-3.101663618912883003e+00,-1.681018392604601619e+00,-4.387943160532610243e+00,-3.366840491381053901e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-5.405520574213859675e+00,6.611178380351323547e-01,2.120597906761485518e-01,-5.246176304605365992e+00,-3.471742489428232936e+00,-3.352612760575589768e+00,-3.171998291318202323e+00,-3.179050281362140851e+00,-2.774599669171261773e+00,-3.460765669703365965e+00,3.784408309624831546e-02,-1.077330652507475506e-01,-4.934198552177885055e+00,-2.921431957020798720e+00,-2.485138467202402168e+00,-1.538013779953565141e+00,-3.050781741330284458e+00,-1.792103013036817405e+00,-5.268765866176639001e+00,-5.689478863647872586e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-2.144632438563929711e+00,-1.094960342823762200e+00,-9.698605546210155026e-01,-4.206984482577625251e+00,-5.514135886501250639e+00,-7.375470087183852996e-01,-1.791479992577150071e+00,-3.876613505841936203e+00,-6.063863305785165636e+00,-1.036944390422083639e+00,-3.356748394877437480e+00,-2.240681638438711154e+00,-3.181063713059874232e+00,-2.117923650946488934e+00,-6.219235777865539383e-01,-3.426503314487292062e+00,-3.277009231821801372e+00,-1.359720534881531329e+00,-1.560053381742733336e+00,-2.913582909072417237e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.861654104003786614e-02,1.183862952606315133e+00,5.273330039448274054e-01,-2.640798528011819801e+00,3.658348681179430795e-01,1.948939170991048631e+00,1.469944148602999157e+00,1.612566446378863372e+00,-5.704722734577526433e-01,6.593641484242742656e-01,-7.614214642787779930e-01,3.087289301523767460e+00,-2.854340324008231566e-01,1.193238730955692439e-02,4.085613512977115391e-01,-3.889221155287820864e-01,2.118945539218694663e+00,3.026531575967199572e-01,3.589463637783143479e-01,-1.278421839866594523e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.543208451539057613e-01,1.201835867509646771e+00,1.048668669128364206e+00,-7.195636005293648552e-01,1.187271625498004468e+00,-8.677619964208070913e-01,8.750763186435116525e-01,3.160027313175528541e+00,1.590193542762012857e-01,2.417171596524120503e+00,1.849473774427165207e+00,2.907890946404162680e+00,9.163081173766651766e-01,-6.758677990729247131e-01,1.043267689477082261e+00,-5.802021661524269236e-01,2.487341508263770873e+00,7.578553164210060089e-01,2.792536315967810268e+00,2.411621179993153063e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-6.040173720855618100e+00,3.112472550248528425e-01,-2.468418953744712319e+00,-4.759002182048920560e+00,-4.645731873242956667e+00,-3.785249534091721380e+00,-4.733893146398272300e+00,-2.618931049739266825e+00,-3.553230463559740038e+00,-2.196260405069628607e+00,-1.594513090250410103e+00,-1.364191203905760652e+00,-3.028766084372766620e+00,-5.409706936306681868e+00,-3.198370189346670500e+00,-3.182139918363732001e+00,-4.453215114194186697e+00,-1.054132827371824010e+00,-3.559410967865131781e+00,-3.777583665796663048e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.369965824526485410e+00,4.772957329079423161e+00,4.224238758099976287e+00,9.672560365673137373e-01,2.821591419128137712e+00,3.640451514661694254e+00,2.135800556753308044e+00,9.155793035415484837e-01,2.749926655428824418e+00,3.013236584429982212e+00,4.003479014720777940e+00,5.901808898963107453e+00,-1.445639704542193371e+00,6.679861432881152972e+00,3.485883332916445809e+00,2.660566903990316590e+00,6.084202496507587377e+00,2.570327987449716467e+00,-5.582238359638278524e-01,1.539198659547988957e-01,1.000000000000000000e+00,0.000000000000000000e+00
